id	GSM1820740	GSM1820741	GSM1820742	GSM1820745	GSM1820749	GSM1820751	GSM1820752	GSM1820754	GSM1820755	GSM1820757	GSM1820758	GSM1820759	GSM1820760	GSM1820762	GSM1820765	GSM1820767	GSM1820768	GSM1820769	GSM1820770	GSM1820772	GSM1820773	GSM1820775	GSM1820777	GSM1820778	GSM1820780	GSM1820781	GSM1820783	GSM1820784	GSM1820787	GSM1820788	GSM1820790	GSM1820791	GSM1820794	GSM1820795	GSM1820796	GSM1820797	GSM1820798	GSM1820799	GSM1820801	GSM1820803	GSM1820805	GSM1820806	GSM1820808	GSM1820809	GSM1820811	GSM1820812	GSM1820813	GSM1820815	GSM1820816	GSM1820817	GSM1820818	GSM1820819	GSM1820820	GSM1820821	GSM1820822	GSM1820823	GSM1820824	GSM1820825	GSM1820827	GSM1820828	GSM1820829	GSM1820831	GSM1820832	GSM1820833	GSM1820835	GSM1820836	GSM1820837	GSM1820838	GSM1820839	GSM1820840	GSM1820841	GSM1820843	GSM1820844	GSM1820845	GSM1820846	GSM1820847	GSM1820848	GSM1820849	GSM1820850	GSM1820851	GSM1820852	GSM1820853	GSM1820854	GSM1820855	GSM1820856	GSM1820858	GSM1820859	GSM1820861	GSM1820862	GSM1820863	GSM1820864	GSM1820866	GSM1820867	GSM1820868	GSM1820869	GSM1820870	GSM1820873	GSM1820874	GSM1820875	GSM1820876	GSM1820877	GSM1820878	GSM1820879	GSM1820880	GSM1820881	GSM1820882	GSM1820883	GSM1820885	GSM1820889	GSM1820890	GSM1820892	GSM1820893	GSM1820894	GSM1820896	GSM1820898	GSM1820900	GSM1820901	GSM1820902	GSM1820903	GSM1820905	GSM1820906	GSM1820911	GSM1820912	GSM1820914
SIT1	4.088009	5.572035	5.602237	6.086776	4.776767	7.51446	4.159119	3.835746	6.009631	6.740916	5.449056	2.373124	6.268697	4.288862	7.971942	7.108543	6.236602	7.132033	2.712945	5.527839	9.336631	6.22328	7.521389	5.684832	5.281846	5.118161	3.968074	6.857336	5.780626	5.879044	5.4069	4.487206	4.384805	6.59195	5.066375	5.61648	5.054702	4.200828	5.459586	6.213858	3.911738	6.233174	6.425387	7.827533	6.121586	5.489377	3.723303	5.527201	4.552486	4.596214	4.672659	5.26517	4.329245	4.356752	6.039368	5.892229	5.79052	4.120894	6.650947	4.770234	6.439757	3.54463	4.046156	4.638409	4.036448	3.949209	4.779589	4.282358	6.091938	5.42404	4.325363	3.293226	6.269369	2.469723	5.971724	4.83328	3.155111	3.52687	3.431844	4.192183	5.036842	6.535032	5.128091	7.309353	7.126046	8.22965	4.03406	7.822566	4.828047	4.996125	5.334975	5.698267	2.453011	5.606652	4.345945	7.435694	5.38376	4.909769	5.069931	4.226011	4.702692	5.009397	5.646592	4.835617	5.838541	8.182182	6.548004	4.429245	4.778369	4.140795	4.040824	4.857762	5.789612	7.445074	5.517425	5.817187	5.089809	7.317012	4.230424	7.636141	4.708319	7.331418	6.698792	6.639061
SLC38A1	2.472401	6.279411	6.818617	7.642327	4.564398	7.411055	5.514254	5.419187	6.297104	7.744945	5.190502	4.7271	6.478061	4.70806	4.843904	6.91564	6.820385	7.52402	4.887243	6.225521	4.714607	5.577761	7.690084	6.55841	6.466406	5.032199	6.498504	7.779975	5.459785	6.20072	6.391747	5.602588	6.311314	7.47706	5.6201	5.694572	6.903221	7.238003	6.542538	8.594929	4.411931	6.502369	6.966555	7.617048	6.172262	5.542579	5.666925	5.027873	4.089183	3.989968	4.925426	6.09725	5.077187	5.496068	4.222149	5.231675	4.58008	6.840237	6.900919	5.546038	7.881006	3.331216	4.771765	3.573874	4.239321	5.241844	4.680074	4.439791	6.160405	5.28965	4.66512	4.545196	6.724902	3.14219	1.611253	9.565844	4.327116	2.50224	3.77518	5.939756	7.104126	7.833893	6.344454	7.297451	7.491022	7.542425	4.988931	7.839583	3.608971	5.234555	6.423117	5.535705	3.310626	7.486054	4.532221	8.275861	6.326609	5.463265	6.299431	5.8232	5.549578	6.55583	3.265715	5.295178	5.392595	10.778353	7.053888	5.871888	4.958364	5.512095	7.445452	3.085361	6.05547	7.133827	7.134759	5.066308	5.438154	7.988963	4.365642	8.798423	4.796362	7.501719	7.177747	6.774161
CD8B	5.035474	8.571082	6.57988	10.097562	6.414565	9.80322	5.781367	7.128685	9.51665	9.923745	6.440961	5.296146	7.408598	6.698856	7.672989	9.151144	9.101676	9.97373	7.631901	8.94208	6.530237	8.320723	10.202073	7.812233	5.547136	7.523205	8.229804	8.483663	5.358478	8.213976	5.911981	6.876552	6.617538	9.57133	7.544825	6.767049	7.723372	6.345187	8.03734	9.512192	4.668915	9.35472	9.937291	9.533445	9.058451	7.5664	8.621022	7.466552	5.116794	6.54605	7.093899	9.299778	7.050402	6.448746	6.10732	6.693356	8.128599	7.213689	6.6606	7.125895	10.553394	7.234534	7.128685	7.969338	5.347695	6.240078	6.62403	5.595899	8.103621	7.088949	6.16933	5.954766	8.669879	6.560675	5.149892	7.240843	7.419735	6.631595	7.043545	5.60863	6.947724	7.957387	7.401551	10.019568	10.455343	10.933325	7.168956	9.532039	6.608088	7.268804	9.018041	8.467448	7.168015	9.003997	4.899715	9.025255	8.585576	5.594248	7.278951	8.378631	6.838408	8.611102	6.406565	7.33571	9.394513	11.125827	7.998135	7.728205	7.735755	6.172539	6.495999	6.651612	8.459271	11.572541	5.724568	7.452639	5.949251	9.485225	6.288233	8.486824	7.143123	9.952941	9.549756	8.313219
GNG2	4.190819	5.635872	6.124088	6.005388	4.689075	6.058158	4.667697	4.421354	5.276085	5.765812	4.839483	2.960067	5.681835	4.511296	5.038367	6.186339	5.690783	6.991317	5.57541	5.822665	4.120124	4.966767	7.41202	5.940365	5.187974	5.953574	7.115693	5.47816	4.147394	6.247318	5.970467	5.124639	4.675033	6.886017	4.930598	5.491657	6.542659	5.319325	4.557443	7.184445	3.244308	5.403167	5.341739	6.086712	6.150608	5.254922	4.199053	4.049849	4.871483	2.643428	4.796783	5.719696	4.474889	4.800275	5.370711	4.653256	6.470753	6.96701	6.350097	4.927798	7.665319	5.605796	4.114874	5.498831	3.206426	4.936104	5.640943	4.768286	5.291344	4.819868	4.80708	4.693253	6.815647	5.824606	14.182525	4.296434	3.255468	4.787094	5.595856	3.72893	5.806013	6.687527	4.397256	5.651982	6.299585	5.437028	3.919502	6.130298	6.129649	3.69299	5.453856	4.653044	5.339627	6.602224	3.066909	7.838411	5.633631	4.298685	4.477671	4.168671	5.261433	6.612156	3.941155	6.512607	4.729015	9.383156	5.277817	4.378235	5.787487	3.928329	5.074303	6.974088	6.077071	9.15927	6.267936	4.57662	5.159862	7.526171	3.732967	8.427203	5.222603	6.975367	6.325544	5.859819
P2RY8	4.032117	6.271818	7.666233	6.741295	5.090867	7.753525	5.931196	4.855839	6.151088	7.441526	7.709726	2.477961	7.157241	5.323656	5.828306	7.326312	6.650828	7.664051	6.321642	6.031108	5.56654	6.705109	7.136587	5.672135	7.266215	6.350625	5.75995	6.773854	5.355274	7.009572	6.408289	5.256942	5.865707	7.4735	5.920194	6.389979	6.438773	5.949237	7.651779	7.530607	4.874529	7.138443	6.499461	9.006824	5.792126	6.849193	6.810892	6.487238	5.338612	6.381596	6.502718	6.182617	5.815276	5.998358	5.818575	5.914887	5.679029	7.27213	6.246387	4.992342	7.992806	5.083108	5.021083	4.694747	4.719787	5.933025	5.703732	5.570039	6.193319	5.454629	4.639364	4.41452	7.49592	4.446665	2.386562	8.667375	4.946899	3.163087	3.616631	5.997391	5.840384	7.904361	5.792016	7.62629	8.420627	8.194682	5.936666	8.690148	3.94284	3.556789	7.180599	5.467928	5.064457	6.417669	4.46649	8.385512	5.725374	4.833141	6.482206	5.460925	5.927772	8.183318	7.149909	6.360534	5.232327	9.66457	7.181136	5.907599	5.077252	5.124112	6.549514	4.83762	6.903121	7.363389	6.518086	6.383296	6.355532	7.772438	4.825084	8.206819	5.472495	7.503395	7.858848	7.635688
HOPX	4.383061	8.407492	8.384959	8.056274	5.829217	9.606552	6.22564	5.511436	7.784276	8.993309	5.035321	5.544974	8.707423	6.877962	7.28713	9.094472	7.680219	8.791065	7.632269	8.555945	7.424142	8.329374	10.305225	8.045378	7.043541	8.317191	10.086992	8.181586	7.039254	6.848183	7.14906	5.583737	9.292966	9.499278	8.176286	6.390687	8.395543	10.361154	8.39071	6.443208	7.926878	7.578787	7.227158	7.396595	6.657367	6.67325	7.458159	8.165923	6.902683	8.956852	8.559153	8.231378	6.797417	6.212442	7.307953	7.873514	6.837431	6.686684	5.68069	6.548527	7.933496	8.003685	6.989271	6.578523	7.364665	7.786953	6.481037	6.641124	7.615854	6.25961	7.605605	6.700349	5.50505	5.555408	3.54302	11.075767	2.68989	3.564614	4.731087	6.708823	7.437814	9.21039	6.837859	8.682973	9.256056	10.369126	6.454458	10.133272	5.210637	6.985352	7.210562	7.082306	5.99139	8.094828	5.400317	8.916209	8.694595	6.367437	6.513627	6.746558	6.556058	8.775605	6.086161	8.150319	7.674917	12.098754	8.549133	5.136147	6.593281	5.379622	7.125057	4.5511	7.650512	10.281248	7.050729	6.254081	7.2473	10.057363	7.207714	10.541356	7.35372	9.38162	9.386921	7.697808
TSPAN5	2.373004	5.145135	4.525022	6.06643	3.916312	6.521442	4.326287	3.097728	5.43035	6.615185	3.921475	2.438809	5.981926	4.391954	4.202736	6.227111	5.36037	6.035691	3.677607	4.846572	4.698508	5.426745	6.950249	4.79246	4.723517	6.016089	7.039477	5.945175	4.489126	4.238035	4.604443	3.368054	3.934577	6.106729	4.780116	4.211582	5.995291	6.816554	5.306508	4.667265	2.535811	6.343899	4.068934	5.836307	4.945092	4.825612	2.953192	3.179075	3.199094	4.735904	4.806775	4.551977	4.546513	3.156318	2.431049	4.0457	4.61407	4.796199	5.305013	3.90803	6.238445	2.377078	3.153901	2.275166	2.85906	3.694682	3.361593	1.910702	3.897647	3.08131	2.934212	3.520099	5.574213	2.700402	3.906577	5.131533	2.191781	2.364802	2.532602	3.990121	5.238038	5.728343	4.450982	6.043057	6.449272	5.914956	3.257846	6.668518	3.904827	3.929307	5.133062	4.255307	5.514562	6.316107	3.476656	7.037974	4.63864	3.424584	5.215511	3.702347	4.60363	5.243102	2.501842	4.791739	4.306463	7.940721	5.694583	3.707239	2.28375	2.417452	5.442596	4.210129	4.525399	6.568294	2.666071	4.178602	4.272528	5.613695	3.341959	5.882651	4.07149	6.338561	7.916825	5.979858
GZMB	8.262108	11.182706	9.473958	10.450545	8.811942	11.976893	8.101945	8.819482	10.329913	11.456178	8.222779	6.889891	11.544656	9.77814	10.383824	11.356428	11.391041	11.929632	10.305158	10.981595	8.777145	10.327967	11.17904	10.830949	9.329477	9.936815	10.223687	10.702337	9.353779	10.661383	8.746079	9.394652	8.874082	12.120612	8.615825	8.70906	9.690037	9.855799	9.513847	10.914422	8.226554	11.266441	11.252717	12.745416	10.166024	9.438309	11.426302	9.7832	8.021637	9.44088	8.81802	12.354264	8.830592	8.974584	9.562889	8.799748	11.596739	9.959079	10.932699	8.14005	13.023017	9.690037	9.262877	9.264061	7.759953	9.307992	9.402682	8.623849	9.457586	8.824102	7.920794	8.824102	12.187898	8.591747	8.89712	9.59618	8.82459	7.805497	9.336743	7.789026	9.13719	10.177226	9.01993	12.158404	12.09813	10.792585	9.018761	11.93482	9.993444	10.244985	9.685716	9.853682	9.025998	11.279598	8.023956	11.959079	10.144929	8.059588	9.628818	9.298	10.178889	11.68226	8.756917	10.53546	10.430956	14.731707	10.948166	9.485282	9.416032	8.820436	9.619979	9.507037	10.77536	14.680694	9.931313	9.481043	9.942086	12.625917	7.804286	11.798227	8.648799	10.155198	11.726194	8.941078
ADAM19	4.664626	8.004122	8.801534	8.562299	7.661498	9.633814	7.376172	7.363304	7.527921	9.764485	6.967606	6.423985	9.344398	8.239175	8.330767	10.222607	9.108066	9.360353	7.418686	8.922376	8.222719	8.971735	9.894768	8.513087	8.62866	8.637777	10.001637	9.147751	8.106767	9.452286	8.776411	8.056304	7.199976	10.365818	7.028247	8.436194	10.890605	9.223108	8.655976	10.398331	6.644596	9.615511	8.912284	10.514407	8.948304	9.038115	9.854575	8.281139	7.999258	8.893143	8.116942	9.475462	8.509706	9.597194	7.925601	8.387152	9.616608	8.729645	9.18947	7.409613	11.139863	7.263441	7.379098	8.177288	6.624992	7.866651	8.097336	6.974746	8.755186	8.387635	8.35659	8.125247	9.491442	7.268503	5.504707	6.797155	6.549717	5.153641	7.081757	7.631041	8.210358	9.434813	7.154247	10.371268	10.082134	9.136543	7.914159	10.790565	7.396565	7.637554	8.161518	7.546835	7.605191	8.950052	7.489598	11.64772	7.131669	6.211117	8.913229	7.740211	8.599407	8.981257	8.765212	8.638934	8.248582	11.94678	9.466876	8.413917	7.374205	7.465982	9.35841	8.469284	9.276456	10.346588	8.319821	8.197014	8.571523	10.048731	6.090906	10.320773	7.336399	10.136926	10.547481	8.397343
NKG7	7.056477	9.124858	9.308777	10.420287	7.874926	9.754794	9.103551	7.526382	8.870806	10.360245	7.404342	6.599883	8.372073	7.749239	8.630193	9.843902	10.067489	10.728215	9.277794	8.740185	7.456005	8.732996	9.539229	9.009668	7.338871	8.635375	8.49222	9.515322	7.710906	9.693871	6.611771	7.689834	7.147208	9.385583	7.278859	7.38326	9.029284	8.017199	9.610176	9.977619	6.639665	9.751438	9.526092	10.552929	8.31353	7.872139	10.001768	8.972334	7.768903	9.30498	8.735679	10.395278	7.808895	7.97728	8.713257	7.870958	8.606685	9.289145	8.340873	7.113243	11.294621	7.786573	9.369476	7.765433	7.381489	8.022206	8.08654	7.534426	9.125871	8.623	6.920791	7.450355	10.425199	7.104343	5.365083	9.280339	8.38378	6.61298	9.685108	7.087874	7.291048	10.07395	7.898753	11.025957	10.317298	11.64331	8.175339	10.57721	6.535868	9.556942	8.969421	9.428088	6.397386	8.920852	7.131814	10.161575	8.817101	7.506002	10.376698	8.490581	8.1201	10.527843	8.624282	8.030662	9.666167	12.066592	9.330961	7.891609	8.158822	7.054868	8.193015	6.225471	9.360798	11.663878	8.66286	9.913887	8.064308	10.974989	7.545817	10.398312	7.375511	10.112095	9.689855	9.740125
HIP1R	2.451917	5.672424	5.636295	6.043089	5.564364	7.123215	4.85951	4.345071	4.888106	6.640716	3.936038	4.60186	6.089799	5.672424	5.723405	6.43631	6.67153	6.998289	4.774348	5.335378	5.332532	5.88875	7.165382	6.425569	5.030849	6.219844	7.747684	4.229336	6.022619	6.133395	5.262641	4.826341	6.578177	7.157074	5.667226	6.097212	6.599926	7.584682	5.970763	7.369457	5.237566	7.138156	5.450243	6.82276	6.203439	6.021958	6.780232	4.807657	5.621846	6.501093	5.845359	5.950425	5.756393	4.997674	3.285353	5.39996	3.773477	6.253915	6.649461	4.623277	7.64969	3.238919	4.508354	4.177303	5.111637	5.418352	5.08776	5.469929	6.199391	6.071105	5.350752	6.493284	7.240866	2.586759	3.637023	3.881329	3.184359	2.781886	3.353093	5.14978	5.581302	6.960947	4.905357	6.515606	7.068577	6.552206	5.199363	7.49206	2.266733	8.582755	5.415179	4.672888	5.227529	6.699379	4.388263	7.280819	5.455496	6.087164	7.237209	4.709012	5.092743	6.786241	7.2399	5.476121	5.239685	8.904026	6.556848	6.583949	5.818831	4.586694	5.310199	2.443072	5.743703	4.56959	5.077668	4.720468	5.330871	6.970218	5.487215	7.377437	5.645356	7.234246	7.40604	6.740596
C12orf75	4.73916	6.377602	5.664257	7.670648	4.579087	7.543589	5.015728	4.881233	7.00025	7.455724	5.663482	5.720241	6.668903	5.048244	5.861326	7.600934	6.308454	7.422459	4.983595	6.343954	4.648918	6.179732	7.406048	5.864774	5.552559	5.411293	6.009011	7.649116	4.865951	5.575476	5.330727	4.809952	5.28497	6.78948	4.976427	5.643144	6.148377	6.754037	5.25704	6.779193	3.822262	7.597467	5.188769	7.614621	6.551522	5.405725	6.434065	4.486141	3.884185	4.865951	3.485572	5.294975	4.173204	4.533847	4.857957	4.841784	6.093881	5.423893	6.190963	4.219281	7.240171	4.440503	4.710014	2.702859	3.00358	4.542286	4.88465	4.469611	5.175734	4.158633	4.354487	7.167037	4.956909	3.799158	2.605809	3.390145	5.254929	2.702859	2.980998	3.873953	5.197725	6.040707	4.942178	6.652985	7.007091	6.685523	5.518807	7.422812	3.835866	6.866367	5.044853	4.96376	6.532285	6.495067	3.985953	7.264109	5.413049	6.822478	6.412788	3.846618	4.830381	6.47006	4.074999	5.699772	5.546573	9.232422	5.362562	5.334243	8.006813	5.3872	5.19003	5.267417	6.07695	8.508997	4.412607	4.041864	4.713787	7.516983	4.639938	6.874593	5.358173	6.812967	7.455358	5.135201
CSGALNACT1	1.889886	5.019449	6.878346	3.523356	4.533694	5.553956	3.801271	3.874628	2.127772	4.796742	2.14228	4.106382	5.447455	5.319092	2.18682	5.736578	4.789237	7.538061	3.128951	5.046934	4.266535	5.208042	6.757609	5.366868	3.947698	5.791967	6.725444	3.472527	4.449415	5.438193	4.938548	3.204965	4.913833	7.199432	5.47262	5.49399	7.320452	4.222798	5.16996	7.868791	2.079813	5.613443	5.466163	5.838213	4.949346	4.778178	5.280349	4.098576	3.625267	2.504912	3.807896	5.190006	5.526974	6.472882	4.424535	4.471991	2.481401	7.777724	4.86352	4.553029	7.531053	2.946731	2.222748	3.680103	3.387246	4.43993	4.689004	3.571738	4.917193	4.438515	3.490762	2.153783	3.926115	1.985834	1.664154	3.012726	2.18459	2.421329	2.933303	3.049354	4.932723	5.470787	3.977412	5.657382	6.99327	5.266401	5.399574	7.120984	6.06934	5.447671	4.197348	6.212487	5.115444	6.049455	4.469936	6.834938	4.387345	3.513233	4.702425	3.966108	4.834568	6.308534	2.979618	4.108714	3.477216	7.774242	4.713017	4.956489	2.690353	2.814543	4.826105	8.222209	4.908512	7.262713	6.273169	4.216828	3.890053	5.620314	3.617024	5.193868	3.305426	6.471354	6.709856	2.948047
NINL	2.35013	4.148034	5.183701	4.648517	4.010102	5.223134	4.108969	3.240288	1.805776	6.770782	4.066008	4.348149	4.349513	1.942043	4.93291	6.087681	4.700431	5.21177	1.816236	4.228666	4.219727	3.816925	4.952603	4.674132	4.448927	4.021827	6.50462	2.689499	3.328891	4.362076	1.665747	3.777101	4.985244	5.607802	4.058365	3.914735	6.275188	6.735914	3.421925	4.780939	2.476505	4.524222	4.740393	4.261999	4.927613	4.089586	3.922024	3.913182	3.077414	4.038336	3.367767	3.67334	4.094764	4.720801	3.366393	3.0669	3.757826	6.898309	5.732819	3.983346	3.339013	2.771963	3.41942	3.066349	3.005519	4.051041	1.610025	4.124058	4.535984	3.905087	2.658401	4.330178	6.36859	2.966296	2.961887	3.130523	2.520027	2.276032	2.383463	3.744192	4.413249	5.423655	4.139047	5.109076	5.888397	4.445014	2.706024	5.545453	3.522014	5.230059	5.097475	3.493173	4.366195	4.560728	2.220731	4.838795	3.862284	3.75864	4.054672	2.703468	3.966203	7.450988	2.275767	2.188023	3.734587	7.218731	4.829682	4.529604	4.567318	2.254333	3.957219	4.540084	3.768641	6.827768	3.964464	2.216061	4.485766	4.675587	4.336099	5.041291	4.919103	5.310367	5.801766	5.40257
ANXA6	8.491399	7.877061	9.14763	8.12416	7.324429	8.32561	7.583505	7.317045	7.803035	8.375438	6.747052	7.182959	7.75858	7.249737	7.11839	9.193733	7.541182	9.574293	7.701568	7.634047	7.37406	8.343869	7.547945	7.926035	8.24192	9.019021	7.275959	8.236099	7.136197	7.735945	8.044188	6.807265	7.0831	8.475491	6.689489	7.820195	8.142291	8.104302	7.154882	8.022443	5.325583	8.05386	7.852306	9.405592	6.956801	6.510836	7.527555	7.051987	6.584859	8.901013	5.928207	7.610999	6.922675	6.962811	7.749274	7.333917	6.406803	8.685651	7.615869	6.285845	8.656396	5.813278	5.603309	6.748983	6.845009	6.383526	6.257948	5.66604	8.489717	6.4876	6.660964	6.37849	8.510142	5.967075	4.477589	5.827581	7.283881	6.586051	5.372031	6.445911	7.236693	8.062031	7.141419	8.350089	8.313535	9.861816	7.48109	8.942082	6.49796	7.366456	7.100921	7.498525	5.820765	8.390942	6.476427	9.175393	7.335105	7.698319	7.928573	6.453258	7.396561	8.844151	8.996295	7.958499	6.480672	10.623328	8.080672	7.253264	5.107303	6.809506	6.925442	5.482044	8.256345	8.232608	8.468409	8.760221	7.206372	8.234755	7.897692	8.770668	7.789184	8.479297	7.174006	7.040746
PRDM1	4.199661	6.294667	6.746536	5.647034	5.445825	6.844845	5.501288	4.794977	6.700869	6.087167	6.349844	5.5257	6.705734	5.869274	6.198988	6.870693	6.814847	7.513331	4.969264	5.48523	6.000028	5.244216	7.453621	6.884315	5.92594	6.808204	7.505426	7.146188	6.171595	6.968014	6.586746	5.955997	6.423418	7.768084	5.502626	6.379141	7.446968	6.108729	6.575997	7.85508	4.965623	7.217882	6.906465	7.216147	7.007915	6.44769	4.523109	5.406857	4.845437	4.969264	6.330441	6.580348	5.948682	6.4921	5.743098	6.369825	2.881361	8.218546	7.046101	5.504864	8.050389	4.658922	5.328	5.098874	5.099533	6.290946	5.650367	6.252958	6.778866	6.501728	4.91	4.833089	8.347748	3.715565	2.706002	4.513453	2.459935	2.678888	5.04522	6.497438	7.075667	7.256669	6.379152	6.520205	7.913671	6.777946	5.588618	7.96856	3.061669	5.625841	6.861165	5.315245	5.280115	7.252724	3.9521	7.814667	5.866408	5.76085	6.102185	5.349275	6.104357	8.140441	5.131197	8.270758	5.629265	9.904156	7.281253	6.411693	5.117041	5.406735	6.366769	2.644909	6.88476	6.718171	6.50908	5.482114	6.401373	7.638262	5.108376	7.806647	5.934649	7.495748	7.495748	7.113024
FAM101B	5.018426	7.599815	9.68009	7.201248	6.794535	9.249474	5.70741	6.540656	7.211319	8.808632	5.98955	6.225859	8.3002	7.542557	7.977687	8.526613	8.12557	9.402287	7.764467	7.913602	6.627155	8.2103	9.276258	8.185457	7.559769	7.823251	8.732521	8.380923	6.869499	8.167579	7.019875	6.439271	7.899032	9.425812	7.110953	7.390987	10.001982	7.728423	7.594839	10.915582	7.221528	8.367103	7.512621	8.64105	8.103171	7.527387	7.632885	6.073675	7.325236	7.565995	7.218202	7.156257	7.00576	7.840176	7.45022	7.05267	4.038981	9.443724	8.203565	6.563016	10.160788	6.717434	6.439271	7.858532	7.707892	7.306093	7.206225	6.639451	7.351243	6.98349	6.412049	5.237934	8.668538	5.264337	2.654232	4.794842	4.796383	3.854513	6.415901	7.434957	7.835171	7.949691	7.180627	7.762977	9.570832	7.683613	6.751281	9.714317	5.551235	5.626142	8.371603	6.825655	7.464186	8.10842	5.872784	8.742734	7.928856	6.307144	8.643141	6.685844	8.078736	8.236515	7.281334	7.513562	7.126921	11.711354	8.74649	7.612223	5.772172	6.901509	7.047746	3.100191	7.912991	9.07565	7.968818	5.912017	8.148061	9.027915	5.46093	9.678508	8.434658	8.581799	10.373172	7.863255
ABLIM1	2.588357	6.61386	7.105383	7.631849	5.272274	8.163854	5.860815	5.394564	6.280319	7.157965	5.237918	5.815082	6.547107	5.990357	6.271343	7.80749	6.68498	7.552344	6.617462	7.200074	6.399725	7.063502	8.12055	6.924088	6.646434	6.863041	9.033947	6.389743	6.370979	7.251579	6.375992	5.519176	7.602172	8.689275	6.61386	6.643601	7.887723	9.402868	7.490244	7.673516	5.832444	8.297973	7.071042	7.880873	7.692182	6.417328	7.140064	5.866132	4.212756	7.981296	6.94085	7.46207	7.339461	5.531923	4.454973	6.323719	3.394804	8.384142	7.017651	6.198369	8.658215	5.272274	6.002636	5.308013	6.209585	6.85388	5.763924	5.47918	7.257993	6.320541	6.410696	7.672431	7.793932	3.805565	2.619819	6.166302	2.763091	3.119635	3.353176	5.346482	7.323981	7.473482	6.138344	8.733523	8.606311	8.277472	5.911195	8.411509	2.156769	8.884304	6.612947	4.62408	6.83352	7.708379	5.64658	8.058066	5.642103	6.894577	7.940839	6.067405	5.68692	6.624178	5.484758	6.877541	5.401827	10.264403	6.437088	7.839164	6.745454	6.628228	6.948237	2.704968	6.0152	7.75069	6.547506	5.797638	5.30285	7.54716	6.560249	8.027874	5.945796	7.888817	7.902749	7.046589
EIF4E3	3.7651	5.065246	6.20791	4.80088	4.973029	5.380206	3.148042	3.939003	3.824328	4.714961	2.244513	2.898201	4.807129	4.390222	4.398392	7.443075	5.178471	5.603391	2.276955	4.820946	4.152255	5.976138	6.009222	5.388536	4.388886	3.794765	4.705119	4.326583	3.524152	4.298572	4.558736	3.047814	4.633605	6.379676	4.602857	4.697321	6.046955	4.657398	4.262551	5.889805	4.154247	5.740285	5.440588	5.826233	5.61145	5.597273	3.873118	5.003363	4.008094	3.095013	4.738182	5.179068	4.346409	5.204242	3.838746	4.336643	3.404851	5.565527	5.870901	4.087783	5.925113	3.571013	4.577328	4.451489	4.09253	4.138234	1.835754	4.439998	4.823004	4.917506	3.121717	3.541968	5.373031	1.991102	2.069447	2.711428	2.537407	2.570983	4.578149	5.061728	5.056276	5.402462	4.919971	4.755635	6.551129	4.535799	3.316998	6.362943	2.396063	2.752597	4.126609	3.568236	3.920808	4.893294	3.346819	5.843595	4.414803	4.864102	4.77681	3.332178	5.651924	5.613781	3.003331	4.08704	4.226505	7.22469	5.346391	5.248306	2.845463	5.1339	5.519373	3.223936	4.06647	3.128519	4.917635	5.263732	4.041981	5.863362	4.016093	6.935697	5.420974	6.055449	5.217862	5.038168
FAM102A	8.541283	8.676203	8.896422	9.495754	9.688011	11.13473	8.987665	8.481695	8.722584	10.718973	7.801639	8.517443	9.444119	9.430011	9.542687	11.084401	10.52869	10.622239	9.222973	8.839279	8.813422	9.309628	11.201367	9.054939	9.510097	10.195667	9.993685	9.894116	9.53096	9.239143	9.716862	9.206881	10.031903	10.980877	8.669401	9.670699	9.289412	9.363869	9.574854	11.22573	8.860063	10.462188	9.72041	11.232018	10.117388	9.594866	10.608175	8.848912	8.162205	8.861516	9.417772	9.933279	8.703595	8.522294	8.676203	9.06148	9.168624	9.25746	10.439872	9.26835	10.801588	8.92629	9.044973	9.388375	9.24292	8.939063	9.169609	8.75886	9.76203	8.97101	8.669401	9.450986	10.723976	8.458262	7.955491	10.053154	8.681953	8.593858	9.417772	9.058319	9.092191	10.935048	8.63834	9.739242	11.421352	10.107302	9.211486	11.589813	9.224448	10.758975	9.21789	9.05884	9.420529	10.782063	8.687015	11.427551	9.076156	9.383352	9.85066	9.106959	9.608844	10.650874	9.007711	9.431219	9.442805	13.358581	10.365697	9.999937	9.139749	9.509865	8.941671	8.545482	10.287127	11.316015	9.863615	8.741129	9.847979	11.375109	8.834393	11.773097	8.674621	10.090689	10.540855	9.144086
