cell_type	gene	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
Macrophage	A1BG	0.166761887	0.255829145	0.835907844	pseudobulk	edgeR	LRT
Macrophage	A1BG-AS1	0.215028565	0.266823718	0.835907844	pseudobulk	edgeR	LRT
Macrophage	A2M	0.837410342	0.037448347	0.594376283	pseudobulk	edgeR	LRT
Macrophage	A2M-AS1	-0.233816717	0.63577766	1	pseudobulk	edgeR	LRT
Macrophage	A2ML1	-0.42361416	0.320722587	0.835907844	pseudobulk	edgeR	LRT
Macrophage	A4GALT	-0.606757799	0.28539677	0.835907844	pseudobulk	edgeR	LRT
Macrophage	A4GNT	-1.916123739	0.001403159	0.173998105	pseudobulk	edgeR	LRT
Macrophage	AAAS	-0.236291222	0.099615237	0.731891572	pseudobulk	edgeR	LRT
Macrophage	AACS	-0.367002334	0.046430459	0.615889033	pseudobulk	edgeR	LRT
Macrophage	AADAC	0.61382725	0.48537166	0.968967904	pseudobulk	edgeR	LRT
Macrophage	AADACL2	0.252032764	0.778881586	1	pseudobulk	edgeR	LRT
Macrophage	AADAT	-0.366600473	0.56976649	1	pseudobulk	edgeR	LRT
Macrophage	AAED1	0.05861482	0.708076312	1	pseudobulk	edgeR	LRT
Macrophage	AAGAB	0.050855781	0.698813247	1	pseudobulk	edgeR	LRT
Macrophage	AAK1	-0.146107533	0.334783642	0.851374026	pseudobulk	edgeR	LRT
Macrophage	AAMDC	-0.303485391	0.030352443	0.562451745	pseudobulk	edgeR	LRT
Macrophage	AAMP	0.205051339	0.141768687	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AANAT	0.597458214	0.202637542	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AAR2	-0.016781238	0.906683254	1	pseudobulk	edgeR	LRT
Macrophage	AARD	0.152412667	0.805832267	1	pseudobulk	edgeR	LRT
Macrophage	AARS	0.080465862	0.640380842	1	pseudobulk	edgeR	LRT
Macrophage	AARS2	-0.325825268	0.214576201	0.795624516	pseudobulk	edgeR	LRT
Macrophage	AARSD1	-0.279702215	0.192584329	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AASDH	-0.036764742	0.858374565	1	pseudobulk	edgeR	LRT
Macrophage	AASDHPPT	-0.146418083	0.330542808	0.846932398	pseudobulk	edgeR	LRT
Macrophage	AASS	0.165556692	0.74269493	1	pseudobulk	edgeR	LRT
Macrophage	AATBC	-0.464737442	0.364473044	0.881120658	pseudobulk	edgeR	LRT
Macrophage	AATF	-0.30641659	0.045411954	0.610403754	pseudobulk	edgeR	LRT
Macrophage	AATK	0.895828242	0.034609578	0.578504934	pseudobulk	edgeR	LRT
Macrophage	ABALON	0.019572511	0.972376314	1	pseudobulk	edgeR	LRT
Macrophage	ABAT	-0.260685499	0.205914218	0.782292291	pseudobulk	edgeR	LRT
Macrophage	ABC12-49244600F4.4	0	1	1	pseudobulk	edgeR	LRT
Macrophage	ABC7-42404400C24.1	0.464004979	0.47857962	0.965580099	pseudobulk	edgeR	LRT
Macrophage	ABCA1	0.472954985	0.209416281	0.788114964	pseudobulk	edgeR	LRT
Macrophage	ABCA10	0.069792262	0.896519034	1	pseudobulk	edgeR	LRT
Macrophage	ABCA12	0.576138234	0.43529086	0.936098886	pseudobulk	edgeR	LRT
Macrophage	ABCA13	-1.105202736	0.323775369	0.840345173	pseudobulk	edgeR	LRT
Macrophage	ABCA2	-0.240945369	0.457180598	0.950865314	pseudobulk	edgeR	LRT
Macrophage	ABCA3	-0.469761582	0.131601785	0.756645391	pseudobulk	edgeR	LRT
Macrophage	ABCA4	0	1	1	pseudobulk	edgeR	LRT
Macrophage	ABCA5	0.204190159	0.269625314	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABCA6	-0.119436705	0.828816273	1	pseudobulk	edgeR	LRT
Macrophage	ABCA7	-0.478215481	0.01836673	0.478005914	pseudobulk	edgeR	LRT
Macrophage	ABCA8	1.127547294	0.059513976	0.676750329	pseudobulk	edgeR	LRT
Macrophage	ABCA9	0.87725316	0.240004312	0.829852211	pseudobulk	edgeR	LRT
Macrophage	ABCB1	0.706366095	0.28139502	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABCB10	0.0694371	0.70347104	1	pseudobulk	edgeR	LRT
Macrophage	ABCB11	0	1	1	pseudobulk	edgeR	LRT
Macrophage	ABCB4	1.26209338	0.015695453	0.453673149	pseudobulk	edgeR	LRT
Macrophage	ABCB5	1.371458941	0.015706548	0.453673149	pseudobulk	edgeR	LRT
Macrophage	ABCB6	0.305911903	0.759359386	1	pseudobulk	edgeR	LRT
Macrophage	ABCB7	-0.010746708	0.94549984	1	pseudobulk	edgeR	LRT
Macrophage	ABCB8	0.267462424	0.094401354	0.715450529	pseudobulk	edgeR	LRT
Macrophage	ABCB9	0.219954673	0.622472382	1	pseudobulk	edgeR	LRT
Macrophage	ABCC1	0.228204869	0.101295414	0.736115576	pseudobulk	edgeR	LRT
Macrophage	ABCC10	0.29336644	0.175487613	0.780066642	pseudobulk	edgeR	LRT
Macrophage	ABCC11	-0.555651208	0.467704645	0.959875745	pseudobulk	edgeR	LRT
Macrophage	ABCC12	0	1	1	pseudobulk	edgeR	LRT
Macrophage	ABCC2	-0.077068187	0.914803209	1	pseudobulk	edgeR	LRT
Macrophage	ABCC3	0.030499576	0.871897813	1	pseudobulk	edgeR	LRT
Macrophage	ABCC4	0.422060439	0.034033613	0.578504934	pseudobulk	edgeR	LRT
Macrophage	ABCC5	0.553730643	0.005862305	0.310414862	pseudobulk	edgeR	LRT
Macrophage	ABCC5-AS1	-1.179425282	0.290391687	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABCC6	0.000882584	0.991119994	1	pseudobulk	edgeR	LRT
Macrophage	ABCC8	0.895711211	0.237364764	0.826554175	pseudobulk	edgeR	LRT
Macrophage	ABCC9	-0.511751062	0.494157585	0.973082461	pseudobulk	edgeR	LRT
Macrophage	ABCD1	0.449785479	0.032268291	0.567813186	pseudobulk	edgeR	LRT
Macrophage	ABCD2	-0.014580958	0.933854019	1	pseudobulk	edgeR	LRT
Macrophage	ABCD3	0.132249358	0.472611591	0.962647645	pseudobulk	edgeR	LRT
Macrophage	ABCD4	0.151326575	0.25806457	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABCE1	0.054398137	0.677323066	1	pseudobulk	edgeR	LRT
Macrophage	ABCF1	0.27365854	0.028023198	0.551500143	pseudobulk	edgeR	LRT
Macrophage	ABCF2	0.258892635	0.235566317	0.824271569	pseudobulk	edgeR	LRT
Macrophage	ABCF2.1	-0.20822271	0.942480973	1	pseudobulk	edgeR	LRT
Macrophage	ABCF3	-0.049446271	0.717440454	1	pseudobulk	edgeR	LRT
Macrophage	ABCG1	-0.297179142	0.068604625	0.680846621	pseudobulk	edgeR	LRT
Macrophage	ABCG2	-0.061950368	0.774932137	1	pseudobulk	edgeR	LRT
Macrophage	ABCG4	0.126432675	0.837392691	1	pseudobulk	edgeR	LRT
Macrophage	ABCG5	0	1	1	pseudobulk	edgeR	LRT
Macrophage	ABHD1	-0.546719944	0.161843166	0.779019259	pseudobulk	edgeR	LRT
Macrophage	ABHD10	0.163417368	0.343191894	0.861043107	pseudobulk	edgeR	LRT
Macrophage	ABHD11	0.05669037	0.760660372	1	pseudobulk	edgeR	LRT
Macrophage	ABHD11-AS1	-0.818680795	0.082355549	0.688798159	pseudobulk	edgeR	LRT
Macrophage	ABHD12	0.418938157	0.002995771	0.23866022	pseudobulk	edgeR	LRT
Macrophage	ABHD12B	-1.511962044	0.051034083	0.637867174	pseudobulk	edgeR	LRT
Macrophage	ABHD13	0.160694492	0.266538941	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABHD14A	-0.380446493	0.032035239	0.567813186	pseudobulk	edgeR	LRT
Macrophage	ABHD14A-ACY1	-0.002760846	0.962260615	1	pseudobulk	edgeR	LRT
Macrophage	ABHD14B	-0.322319294	0.134742041	0.756645391	pseudobulk	edgeR	LRT
Macrophage	ABHD15	-0.427258521	0.014628128	0.441988807	pseudobulk	edgeR	LRT
Macrophage	ABHD16A	-0.283856128	0.619615176	1	pseudobulk	edgeR	LRT
Macrophage	ABHD17A	0.078078605	0.701835499	1	pseudobulk	edgeR	LRT
Macrophage	ABHD17B	-0.028764744	0.875026347	1	pseudobulk	edgeR	LRT
Macrophage	ABHD17C	0.490096263	0.276579236	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABHD18	-0.07200753	0.638296215	1	pseudobulk	edgeR	LRT
Macrophage	ABHD2	0.209528896	0.236429819	0.825210884	pseudobulk	edgeR	LRT
Macrophage	ABHD3	-0.023441481	0.904549444	1	pseudobulk	edgeR	LRT
Macrophage	ABHD4	-0.08481713	0.669434665	1	pseudobulk	edgeR	LRT
Macrophage	ABHD5	-0.440810056	0.007172594	0.330621496	pseudobulk	edgeR	LRT
Macrophage	ABHD6	0.282628957	0.090298498	0.707441491	pseudobulk	edgeR	LRT
Macrophage	ABHD8	-0.146219724	0.362429402	0.878931153	pseudobulk	edgeR	LRT
Macrophage	ABI1	0.101319678	0.430297377	0.932150593	pseudobulk	edgeR	LRT
Macrophage	ABI2	0.021822404	0.90189737	1	pseudobulk	edgeR	LRT
Macrophage	ABI3	0.147330656	0.430163974	0.932124365	pseudobulk	edgeR	LRT
Macrophage	ABI3BP	-0.324284252	0.549155634	1	pseudobulk	edgeR	LRT
Macrophage	ABL1	0.061663079	0.718948986	1	pseudobulk	edgeR	LRT
Macrophage	ABL2	-0.159550392	0.494606743	0.973437192	pseudobulk	edgeR	LRT
Macrophage	ABLIM1	0.010336673	0.974533654	1	pseudobulk	edgeR	LRT
Macrophage	ABLIM2	-0.840542345	0.06673707	0.680846621	pseudobulk	edgeR	LRT
Macrophage	ABLIM3	0.456961572	0.28952349	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABO	-0.238788229	0.630279774	1	pseudobulk	edgeR	LRT
Macrophage	ABR	0.184272941	0.305710969	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABRA	-0.42857669	0.31972192	0.835907844	pseudobulk	edgeR	LRT
Macrophage	ABRACL	-0.051459635	0.730224656	1	pseudobulk	edgeR	LRT
Macrophage	ABRAXAS1	-0.003716323	0.997490789	1	pseudobulk	edgeR	LRT
Macrophage	ABRAXAS2	-1.170320757	0.681551534	1	pseudobulk	edgeR	LRT
Macrophage	ABT1	-0.043439239	0.734612512	1	pseudobulk	edgeR	LRT
Macrophage	ABTB1	-0.036206124	0.823045825	1	pseudobulk	edgeR	LRT
Macrophage	ABTB2	0.877082562	0.101217298	0.736115576	pseudobulk	edgeR	LRT
Macrophage	AC000032.2	0.208139947	0.797806143	1	pseudobulk	edgeR	LRT
Macrophage	AC000067.1	0.636716638	0.197412562	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC000068.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC000068.10	0.256262647	0.777834165	1	pseudobulk	edgeR	LRT
Macrophage	AC000068.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC000068.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC000068.5	-0.73957157	0.26711029	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC000068.9	-0.648416115	0.287765073	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC000093.1	0.822718344	0.178855014	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC000124.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC000403.1	2.114685663	0.456115368	0.949685021	pseudobulk	edgeR	LRT
Macrophage	AC000403.4	0.183220517	0.672865497	1	pseudobulk	edgeR	LRT
Macrophage	AC001226.2	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC001226.7	0.299205689	0.725179904	1	pseudobulk	edgeR	LRT
Macrophage	AC002064.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002064.5	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002066.1	-0.058587336	0.864513806	1	pseudobulk	edgeR	LRT
Macrophage	AC002074.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002115.9	0.519409717	0.454215786	0.949270466	pseudobulk	edgeR	LRT
Macrophage	AC002116.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002116.7	0.395853214	0.520482772	0.988969357	pseudobulk	edgeR	LRT
Macrophage	AC002117.1	-0.684282461	0.143879383	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC002128.5	0.168904366	0.822539476	1	pseudobulk	edgeR	LRT
Macrophage	AC002306.1	0.245615012	0.699239781	1	pseudobulk	edgeR	LRT
Macrophage	AC002310.1	2.093766705	0.525217591	0.992182262	pseudobulk	edgeR	LRT
Macrophage	AC002310.12	-0.026037549	0.924072023	1	pseudobulk	edgeR	LRT
Macrophage	AC002310.7	-0.870075802	0.185539582	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC002331.1	-1.851409503	0.03426978	0.578504934	pseudobulk	edgeR	LRT
Macrophage	AC002384.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002398.11	-0.615828866	0.400291127	0.91287432	pseudobulk	edgeR	LRT
Macrophage	AC002398.12	0.350930482	0.754410604	1	pseudobulk	edgeR	LRT
Macrophage	AC002429.5	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002451.1	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC002451.3	0.267320087	0.616930035	1	pseudobulk	edgeR	LRT
Macrophage	AC002454.1	0.396720271	0.465837146	0.958425445	pseudobulk	edgeR	LRT
Macrophage	AC002456.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002456.2	0.374282283	0.30536324	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC002464.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002467.1	-0.460389893	0.862990941	1	pseudobulk	edgeR	LRT
Macrophage	AC002467.7	-0.06186811	0.811502654	1	pseudobulk	edgeR	LRT
Macrophage	AC002470.1	-1.909533016	0.132156372	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC002480.2	1.265451684	0.088927081	0.703738568	pseudobulk	edgeR	LRT
Macrophage	AC002480.3	-0.316395191	0.679606156	1	pseudobulk	edgeR	LRT
Macrophage	AC002480.4	0.160439763	0.81936834	1	pseudobulk	edgeR	LRT
Macrophage	AC002550.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC002550.5	2.361922054	0.004685588	0.292908304	pseudobulk	edgeR	LRT
Macrophage	AC002550.6	0.205791513	0.739512984	1	pseudobulk	edgeR	LRT
Macrophage	AC002553.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC002553.2	-2.06794124	0.127186028	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC003005.2	0.684409324	0.191749802	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC003070.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC003075.4	0.146360043	0.550552893	1	pseudobulk	edgeR	LRT
Macrophage	AC003088.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC003090.1	-1.971603388	0.024611103	0.52820203	pseudobulk	edgeR	LRT
Macrophage	AC003092.1	-0.221879839	0.81008524	1	pseudobulk	edgeR	LRT
Macrophage	AC003101.2	1.934022799	0.562298233	1	pseudobulk	edgeR	LRT
Macrophage	AC003102.1	0.464660118	0.892028626	1	pseudobulk	edgeR	LRT
Macrophage	AC003681.1	-1.547632245	0.042039102	0.596933466	pseudobulk	edgeR	LRT
Macrophage	AC003956.1	-0.42857669	0.31972192	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC003958.2	-0.42361416	0.320722587	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC003965.1	-0.455799538	0.536048171	0.995914927	pseudobulk	edgeR	LRT
Macrophage	AC003985.2	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC003991.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC003991.3	0.253029963	0.65455365	1	pseudobulk	edgeR	LRT
Macrophage	AC004012.1	0.114331415	0.841811433	1	pseudobulk	edgeR	LRT
Macrophage	AC004019.13	-0.41039626	0.501218984	0.975769429	pseudobulk	edgeR	LRT
Macrophage	AC004053.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004066.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004067.1	-0.953123629	0.144552489	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004067.5	0.266627749	0.604931251	1	pseudobulk	edgeR	LRT
Macrophage	AC004069.1	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004069.2	-0.252109695	0.433308265	0.934991637	pseudobulk	edgeR	LRT
Macrophage	AC004076.2	-1.909533016	0.132156372	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004076.5	-0.176437131	0.709752224	1	pseudobulk	edgeR	LRT
Macrophage	AC004076.9	-0.42361416	0.320722587	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004130.1	-0.6464712	0.823099741	1	pseudobulk	edgeR	LRT
Macrophage	AC004148.2	-2.568390114	0.113331257	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004156.3	-1.237017109	0.067963971	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004158.1	-1.439309525	0.051206627	0.637867174	pseudobulk	edgeR	LRT
Macrophage	AC004160.4	-0.48136478	0.309987423	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004223.4	0.822718344	0.178855014	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC004231.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004231.2	1.000338231	0.170872342	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC004233.3	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004233.4	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004237.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004241.1	-3.299872038	0.086166725	0.695903645	pseudobulk	edgeR	LRT
Macrophage	AC004241.2	-0.455799538	0.536048171	0.995914927	pseudobulk	edgeR	LRT
Macrophage	AC004257.1	0.731098805	0.338488907	0.855509406	pseudobulk	edgeR	LRT
Macrophage	AC004263.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004264.1	0.822718344	0.178855014	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC004381.6	-0.42055116	0.303351818	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004448.2	0.636716638	0.197412562	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC004448.5	-0.01559794	0.907715996	1	pseudobulk	edgeR	LRT
Macrophage	AC004449.6	-0.466405817	0.547242295	1	pseudobulk	edgeR	LRT
Macrophage	AC004466.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004477.3	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004490.1	-0.42857669	0.31972192	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004492.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004494.1	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004510.3	0.530771007	0.620808207	1	pseudobulk	edgeR	LRT
Macrophage	AC004520.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004540.1	1.388002486	0.668465389	1	pseudobulk	edgeR	LRT
Macrophage	AC004540.4	-0.473249267	0.482036043	0.96780089	pseudobulk	edgeR	LRT
Macrophage	AC004540.5	-0.342701821	0.271232452	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004549.6	-0.513889864	0.522768141	0.99114217	pseudobulk	edgeR	LRT
Macrophage	AC004554.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004556.1	0.095167597	0.894193473	1	pseudobulk	edgeR	LRT
Macrophage	AC004585.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004596.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004687.1	-1.320593066	0.643056759	1	pseudobulk	edgeR	LRT
Macrophage	AC004754.3	-0.842913587	0.224117403	0.809648764	pseudobulk	edgeR	LRT
Macrophage	AC004771.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004771.4	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004791.2	-1.84711595	0.115407727	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004801.6	-0.953123629	0.144552489	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004803.1	-1.731011694	0.13840551	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004812.2	0.737045992	0.82617102	1	pseudobulk	edgeR	LRT
Macrophage	AC004816.1	0.278151631	0.784342971	1	pseudobulk	edgeR	LRT
Macrophage	AC004817.3	0.381220142	0.91153843	1	pseudobulk	edgeR	LRT
Macrophage	AC004825.2	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004832.1	-0.542956955	0.843500817	1	pseudobulk	edgeR	LRT
Macrophage	AC004834.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004839.1	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004846.1	-1.547632245	0.042039102	0.596933466	pseudobulk	edgeR	LRT
Macrophage	AC004846.2	-1.909533016	0.132156372	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004854.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004854.4	1.376303937	0.069975803	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004862.6	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004865.2	-0.991117146	0.729468708	1	pseudobulk	edgeR	LRT
Macrophage	AC004878.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004893.11	0.059516579	0.882430999	1	pseudobulk	edgeR	LRT
Macrophage	AC004895.4	0.237045289	0.784975244	1	pseudobulk	edgeR	LRT
Macrophage	AC004908.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004908.3	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004918.1	-1.361754241	0.625129343	1	pseudobulk	edgeR	LRT
Macrophage	AC004921.1	1.93627409	0.538501732	0.997245075	pseudobulk	edgeR	LRT
Macrophage	AC004941.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004943.1	0.822718344	0.178855014	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC004943.2	-0.953123629	0.144552489	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC004943.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC004947.2	-0.42361416	0.320722587	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004951.1	0.378417834	0.906803115	1	pseudobulk	edgeR	LRT
Macrophage	AC004951.6	-0.242424129	0.343968993	0.862282314	pseudobulk	edgeR	LRT
Macrophage	AC004982.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC004982.2	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC004988.1	0.438231083	0.006584838	0.324776682	pseudobulk	edgeR	LRT
Macrophage	AC004990.1	0.804645244	0.781263536	1	pseudobulk	edgeR	LRT
Macrophage	AC005009.1	0.660659449	0.194481008	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC005009.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005014.2	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005019.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005034.3	-0.623205513	0.824165082	1	pseudobulk	edgeR	LRT
Macrophage	AC005034.4	-0.953123629	0.144552489	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC005037.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005037.3	0.373742429	0.522369832	0.990960892	pseudobulk	edgeR	LRT
Macrophage	AC005041.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005042.4	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005046.1	-1.278517882	0.075850503	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC005070.3	-1.547632245	0.042039102	0.596933466	pseudobulk	edgeR	LRT
Macrophage	AC005076.1	-3.018127317	0.101755397	0.737531511	pseudobulk	edgeR	LRT
Macrophage	AC005076.5	-0.082740363	0.772738983	1	pseudobulk	edgeR	LRT
Macrophage	AC005082.1	1.551480948	0.654475666	1	pseudobulk	edgeR	LRT
Macrophage	AC005082.12	0.048796666	0.924794034	1	pseudobulk	edgeR	LRT
Macrophage	AC005152.3	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005162.3	0.278151631	0.784342971	1	pseudobulk	edgeR	LRT
Macrophage	AC005186.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005197.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005220.3	-0.420808324	0.544159525	1	pseudobulk	edgeR	LRT
Macrophage	AC005224.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005224.2	0.417544955	0.416318546	0.921526369	pseudobulk	edgeR	LRT
Macrophage	AC005224.3	0.278151631	0.784342971	1	pseudobulk	edgeR	LRT
Macrophage	AC005225.2	0.90999173	0.779432131	1	pseudobulk	edgeR	LRT
Macrophage	AC005229.4	-2.210420632	0.123031885	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC005253.1	-1.547632245	0.042039102	0.596933466	pseudobulk	edgeR	LRT
Macrophage	AC005253.2	-0.062332591	0.874165097	1	pseudobulk	edgeR	LRT
Macrophage	AC005253.4	0.586229887	0.432522929	0.934418024	pseudobulk	edgeR	LRT
Macrophage	AC005256.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005261.1	-1.650900223	0.559301673	1	pseudobulk	edgeR	LRT
Macrophage	AC005261.2	-0.953123629	0.144552489	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC005261.3	-3.589558644	0.067111837	0.680846621	pseudobulk	edgeR	LRT
Macrophage	AC005262.2	-1.053135631	0.098541741	0.729694908	pseudobulk	edgeR	LRT
Macrophage	AC005264.2	-0.563554837	0.196580285	0.780066642	pseudobulk	edgeR	LRT
Macrophage	AC005276.1	-0.42857669	0.31972192	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005280.2	0.61798049	0.84290997	1	pseudobulk	edgeR	LRT
Macrophage	AC005281.1	-0.546437272	0.299970725	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005304.1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005324.3	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005329.7	-0.028482089	0.957763585	1	pseudobulk	edgeR	LRT
Macrophage	AC005330.2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	AC005332.1	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005332.4	0.301662725	0.93841072	1	pseudobulk	edgeR	LRT
Macrophage	AC005332.5	-1.128788257	0.688489807	1	pseudobulk	edgeR	LRT
Macrophage	AC005332.6	-2.339945639	0.119431233	0.756645391	pseudobulk	edgeR	LRT
Macrophage	AC005332.7	0.552659123	0.860662414	1	pseudobulk	edgeR	LRT
Macrophage	AC005332.8	-0.544566714	0.300231856	0.835907844	pseudobulk	edgeR	LRT
Macrophage	AC005339.2	0.652008054	0.230926736	0.817187879	pseudobulk	edgeR	LRT
Macrophage	AC005355.1	-0.947923573	0.149249956	0.763593696	pseudobulk	edgeR	LRT
