cell_type	gene	avg_logFC	p_val	p_val_adj	de_family	de_method	de_type
Macrophage	RASGEF1A	-0.650200977	0.107315836	0.747502988	pseudobulk	edgeR	LRT
Macrophage	RASGEF1B	-0.185325629	0.381379879	0.895818347	pseudobulk	edgeR	LRT
Macrophage	RASGRF1	0.933719824	0.119624284	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RASGRF2	0.50781451	0.450425232	0.946981472	pseudobulk	edgeR	LRT
Macrophage	RASGRF2-AS1	-0.48136478	0.309987423	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RASGRP1	-0.613546721	0.17464688	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RASGRP2	-0.820215381	0.001007729	0.152579011	pseudobulk	edgeR	LRT
Macrophage	RASGRP3	0.528834766	0.042115103	0.597106244	pseudobulk	edgeR	LRT
Macrophage	RASGRP4	-0.29011912	0.13047877	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RASIP1	1.27690712	0.000339913	0.097034433	pseudobulk	edgeR	LRT
Macrophage	RASL10A	0.52368996	0.209968106	0.789533865	pseudobulk	edgeR	LRT
Macrophage	RASL10B	-0.42361416	0.320722587	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RASL11A	-0.387194046	0.29858152	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RASL11B	0.640583959	0.283496606	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RASL12	-0.418762769	0.592659743	1	pseudobulk	edgeR	LRT
Macrophage	RASSF1	-0.119745402	0.533499189	0.995914927	pseudobulk	edgeR	LRT
Macrophage	RASSF1-AS1	-0.576750074	0.041432099	0.596933466	pseudobulk	edgeR	LRT
Macrophage	RASSF10	-0.125412063	0.876618288	1	pseudobulk	edgeR	LRT
Macrophage	RASSF2	0.737838822	0.032998618	0.571342325	pseudobulk	edgeR	LRT
Macrophage	RASSF3	0.223716496	0.289737342	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RASSF4	0.362963014	0.076389685	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RASSF5	-0.609017338	0.007870421	0.34498513	pseudobulk	edgeR	LRT
Macrophage	RASSF6	1.159708972	0.142384195	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RASSF7	-0.414917412	0.047663449	0.623085204	pseudobulk	edgeR	LRT
Macrophage	RASSF8	-0.331497499	0.146181731	0.759574678	pseudobulk	edgeR	LRT
Macrophage	RASSF8-AS1	-0.515930586	0.041237072	0.596933466	pseudobulk	edgeR	LRT
Macrophage	RASSF9	0.679279839	0.194969519	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RAVER1	-1.496121724	0.061730707	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RAVER2	0.295729721	0.463645115	0.956431644	pseudobulk	edgeR	LRT
Macrophage	RAX2	1.604706146	0.054550317	0.652817218	pseudobulk	edgeR	LRT
Macrophage	RB1	0.017372721	0.904599246	1	pseudobulk	edgeR	LRT
Macrophage	RB1-DT	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RB1CC1	0.079822102	0.658477213	1	pseudobulk	edgeR	LRT
Macrophage	RBAK	-0.247464773	0.228674822	0.813994883	pseudobulk	edgeR	LRT
Macrophage	RBAK-RBAKDN	0.057500498	0.763258824	1	pseudobulk	edgeR	LRT
Macrophage	RBAKDN	-1.031642766	0.100805984	0.735426009	pseudobulk	edgeR	LRT
Macrophage	RBBP4	-0.133823959	0.320410659	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RBBP5	-0.008424467	0.951034657	1	pseudobulk	edgeR	LRT
Macrophage	RBBP6	-0.026686264	0.84551596	1	pseudobulk	edgeR	LRT
Macrophage	RBBP7	0.103398755	0.446408027	0.943821323	pseudobulk	edgeR	LRT
Macrophage	RBBP8	0.002197511	0.986261671	1	pseudobulk	edgeR	LRT
Macrophage	RBBP8NL	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RBBP9	-0.214693119	0.224811182	0.80990541	pseudobulk	edgeR	LRT
Macrophage	RBCK1	-0.195047052	0.153430069	0.767644676	pseudobulk	edgeR	LRT
Macrophage	RBFA	0.108363284	0.414476996	0.92037006	pseudobulk	edgeR	LRT
Macrophage	RBFADN	0.822718344	0.178855014	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBFOX1	-0.5064877	0.305883234	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RBFOX2	-0.098169551	0.802393078	1	pseudobulk	edgeR	LRT
Macrophage	RBFOX3	-0.300468154	0.647688683	1	pseudobulk	edgeR	LRT
Macrophage	RBKS	0.234534004	0.229651536	0.815342074	pseudobulk	edgeR	LRT
Macrophage	RBL1	0.128808634	0.42733912	0.930200841	pseudobulk	edgeR	LRT
Macrophage	RBL2	-0.272845208	0.032723204	0.57010769	pseudobulk	edgeR	LRT
Macrophage	RBM10	-0.046616343	0.754025004	1	pseudobulk	edgeR	LRT
Macrophage	RBM11	-1.453426706	0.001026504	0.152887675	pseudobulk	edgeR	LRT
Macrophage	RBM12	-0.019151483	0.904433829	1	pseudobulk	edgeR	LRT
Macrophage	RBM12B	-0.157659749	0.463487817	0.956323116	pseudobulk	edgeR	LRT
Macrophage	RBM14	-0.042962706	0.826748709	1	pseudobulk	edgeR	LRT
Macrophage	RBM14-RBM4	0.976268691	0.190391108	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBM15	-0.008076167	0.960055361	1	pseudobulk	edgeR	LRT
Macrophage	RBM15B	-0.181834547	0.225085543	0.810367102	pseudobulk	edgeR	LRT
Macrophage	RBM17	0.035324735	0.738056452	1	pseudobulk	edgeR	LRT
Macrophage	RBM18	0.032945095	0.755412916	1	pseudobulk	edgeR	LRT
Macrophage	RBM19	0.24597135	0.134733324	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RBM20	-1.072211111	0.378970814	0.894239294	pseudobulk	edgeR	LRT
Macrophage	RBM22	-0.226886096	0.202038008	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBM23	-0.170040879	0.174170065	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBM24	-0.797754881	0.346508083	0.865717386	pseudobulk	edgeR	LRT
Macrophage	RBM25	0.024165484	0.835276752	1	pseudobulk	edgeR	LRT
Macrophage	RBM26	-0.036998546	0.825024726	1	pseudobulk	edgeR	LRT
Macrophage	RBM26-AS1	-0.505169625	0.127063704	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RBM27	0.018472125	0.911324801	1	pseudobulk	edgeR	LRT
Macrophage	RBM28	0.144959794	0.36563841	0.882148131	pseudobulk	edgeR	LRT
Macrophage	RBM3	0.14613168	0.334244922	0.851049582	pseudobulk	edgeR	LRT
Macrophage	RBM33	-0.169861318	0.151523383	0.765437476	pseudobulk	edgeR	LRT
Macrophage	RBM34	-0.194713847	0.454044527	0.949111693	pseudobulk	edgeR	LRT
Macrophage	RBM38	0.405884651	0.071516157	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RBM39	-0.018188239	0.890095491	1	pseudobulk	edgeR	LRT
Macrophage	RBM4	-0.374010005	0.005811316	0.308641713	pseudobulk	edgeR	LRT
Macrophage	RBM41	-0.112368406	0.454826946	0.949685021	pseudobulk	edgeR	LRT
Macrophage	RBM42	-0.044214374	0.769283969	1	pseudobulk	edgeR	LRT
Macrophage	RBM43	-0.028689779	0.891323516	1	pseudobulk	edgeR	LRT
Macrophage	RBM44	-0.066397051	0.872793931	1	pseudobulk	edgeR	LRT
Macrophage	RBM45	0.080718182	0.650191187	1	pseudobulk	edgeR	LRT
Macrophage	RBM46	-0.276454159	0.638845561	1	pseudobulk	edgeR	LRT
Macrophage	RBM47	0.025986939	0.885644481	1	pseudobulk	edgeR	LRT
Macrophage	RBM48	-0.120711964	0.593996098	1	pseudobulk	edgeR	LRT
Macrophage	RBM4B	-0.100828511	0.551529915	1	pseudobulk	edgeR	LRT
Macrophage	RBM5	0.023530656	0.856891668	1	pseudobulk	edgeR	LRT
Macrophage	RBM5-AS1	-0.037528585	0.926492593	1	pseudobulk	edgeR	LRT
Macrophage	RBM6	-0.021656309	0.840369152	1	pseudobulk	edgeR	LRT
Macrophage	RBM7	-0.147177117	0.381857262	0.896251782	pseudobulk	edgeR	LRT
Macrophage	RBM8A	-0.031103963	0.822023989	1	pseudobulk	edgeR	LRT
Macrophage	RBMS1	0.095064338	0.453662593	0.949111693	pseudobulk	edgeR	LRT
Macrophage	RBMS2	-0.528820971	0.00358526	0.264123807	pseudobulk	edgeR	LRT
Macrophage	RBMS3	0.744498597	0.078401244	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RBMS3-AS2	0.260795164	0.775409964	1	pseudobulk	edgeR	LRT
Macrophage	RBMS3-AS3	-1.319127794	0.197250376	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBMX	-0.133551509	0.23686507	0.825968601	pseudobulk	edgeR	LRT
Macrophage	RBMX2	-0.139965318	0.197070417	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RBMXL1	-0.221057243	0.216700551	0.799606652	pseudobulk	edgeR	LRT
Macrophage	RBMXL2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RBP1	1.039157447	0.004077795	0.279521062	pseudobulk	edgeR	LRT
Macrophage	RBP2	-1.274340422	0.06224018	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RBP4	-0.623842246	0.005188273	0.299182344	pseudobulk	edgeR	LRT
Macrophage	RBP5	-0.651546477	0.302048196	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RBP7	-0.314153421	0.21313318	0.792633301	pseudobulk	edgeR	LRT
Macrophage	RBPJ	-0.108797823	0.557283673	1	pseudobulk	edgeR	LRT
Macrophage	RBPMS	-0.254879611	0.531860436	0.995692078	pseudobulk	edgeR	LRT
Macrophage	RBPMS-AS1	-1.690772045	0.020311543	0.49455029	pseudobulk	edgeR	LRT
Macrophage	RBPMS2	-0.82009435	0.289072903	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RBSN	-0.124503156	0.394631936	0.908203579	pseudobulk	edgeR	LRT
Macrophage	RBX1	-0.020560534	0.866341323	1	pseudobulk	edgeR	LRT
Macrophage	RC3H1	-0.079625135	0.649568237	1	pseudobulk	edgeR	LRT
Macrophage	RC3H2	-0.208445489	0.17277669	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RCAN1	-0.054533781	0.8401508	1	pseudobulk	edgeR	LRT
Macrophage	RCAN2	-0.472524708	0.508743982	0.98084695	pseudobulk	edgeR	LRT
Macrophage	RCAN3	0.08796512	0.434236891	0.935485875	pseudobulk	edgeR	LRT
Macrophage	RCBTB1	0.239321932	0.22140567	0.80655945	pseudobulk	edgeR	LRT
Macrophage	RCBTB2	0.238851674	0.14219117	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RCC1	0.222438313	0.185677105	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RCC1L	0.770888143	0.797349994	1	pseudobulk	edgeR	LRT
Macrophage	RCC2	-0.085719269	0.625270414	1	pseudobulk	edgeR	LRT
Macrophage	RCCD1	-0.007707868	0.967327766	1	pseudobulk	edgeR	LRT
Macrophage	RCE1	-0.073972241	0.699905095	1	pseudobulk	edgeR	LRT
Macrophage	RCHY1	-0.277065957	0.109781171	0.752891137	pseudobulk	edgeR	LRT
Macrophage	RCL1	-0.381009418	0.035440049	0.582517038	pseudobulk	edgeR	LRT
Macrophage	RCN1	0.323232336	0.031197329	0.564462544	pseudobulk	edgeR	LRT
Macrophage	RCN2	0.057261075	0.64848032	1	pseudobulk	edgeR	LRT
Macrophage	RCN3	0.324867206	0.222073377	0.807637052	pseudobulk	edgeR	LRT
Macrophage	RCOR1	-0.075869412	0.639911183	1	pseudobulk	edgeR	LRT
Macrophage	RCOR2	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RCOR3	0.051463873	0.726364424	1	pseudobulk	edgeR	LRT
Macrophage	RCSD1	0.278053811	0.420100201	0.924348978	pseudobulk	edgeR	LRT
Macrophage	RCVRN	0.37619515	0.573500504	1	pseudobulk	edgeR	LRT
Macrophage	RD3	-0.805261721	0.164061368	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RDH10	-0.47094601	0.097215773	0.724979392	pseudobulk	edgeR	LRT
Macrophage	RDH10-AS1	0.73405858	0.186564134	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RDH11	-0.076989727	0.684371962	1	pseudobulk	edgeR	LRT
Macrophage	RDH12	-1.493695095	0.030927614	0.563086633	pseudobulk	edgeR	LRT
Macrophage	RDH13	0.263077845	0.331911455	0.848431437	pseudobulk	edgeR	LRT
Macrophage	RDH14	-0.104219839	0.465335094	0.958207614	pseudobulk	edgeR	LRT
Macrophage	RDH16	-0.941467109	0.268601242	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RDH5	-0.25252904	0.42698086	0.930200841	pseudobulk	edgeR	LRT
Macrophage	RDH8	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RDM1	-0.5462678	0.362217303	0.878814959	pseudobulk	edgeR	LRT
Macrophage	RDX	0.331188701	0.051350645	0.638504728	pseudobulk	edgeR	LRT
Macrophage	REC114	0	1	1	pseudobulk	edgeR	LRT
Macrophage	REC8	-0.441366255	0.035319728	0.582093608	pseudobulk	edgeR	LRT
Macrophage	RECK	-0.068330639	0.761269373	1	pseudobulk	edgeR	LRT
Macrophage	RECQL	-0.041288323	0.682906098	1	pseudobulk	edgeR	LRT
Macrophage	RECQL4	-0.441506949	0.171630093	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RECQL5	-0.280925716	0.213750799	0.793997292	pseudobulk	edgeR	LRT
Macrophage	REELD1	0	1	1	pseudobulk	edgeR	LRT
Macrophage	REEP1	0.485910081	0.551245421	1	pseudobulk	edgeR	LRT
Macrophage	REEP2	0.449124589	0.474159707	0.963296389	pseudobulk	edgeR	LRT
Macrophage	REEP3	-0.035057269	0.800702583	1	pseudobulk	edgeR	LRT
Macrophage	REEP4	-0.025394267	0.864175797	1	pseudobulk	edgeR	LRT
Macrophage	REEP5	0.026814182	0.88807475	1	pseudobulk	edgeR	LRT
Macrophage	REEP6	-0.527551083	0.052266709	0.642606172	pseudobulk	edgeR	LRT
Macrophage	REG4	-2.087097214	0.025689736	0.534163291	pseudobulk	edgeR	LRT
Macrophage	REL	0.116028906	0.514127715	0.985160097	pseudobulk	edgeR	LRT
Macrophage	RELA	-0.026778964	0.836216817	1	pseudobulk	edgeR	LRT
Macrophage	RELB	0.252468458	0.236008156	0.825210884	pseudobulk	edgeR	LRT
Macrophage	RELL1	0.47425893	0.029039448	0.557960266	pseudobulk	edgeR	LRT
Macrophage	RELL2	-0.346350144	0.254893264	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RELN	0.157602356	0.794771376	1	pseudobulk	edgeR	LRT
Macrophage	RELT	-0.071176371	0.70749089	1	pseudobulk	edgeR	LRT
Macrophage	REM1	0.337241634	0.674685042	1	pseudobulk	edgeR	LRT
Macrophage	REM2	0.207475022	0.689676008	1	pseudobulk	edgeR	LRT
Macrophage	REN	0.358184444	0.742116267	1	pseudobulk	edgeR	LRT
Macrophage	RENBP	0.296897144	0.059538224	0.676750329	pseudobulk	edgeR	LRT
Macrophage	REP15	-0.944178758	0.133598374	0.756645391	pseudobulk	edgeR	LRT
Macrophage	REPIN1	-0.034086369	0.792210517	1	pseudobulk	edgeR	LRT
Macrophage	REPS1	-0.100146979	0.596364219	1	pseudobulk	edgeR	LRT
Macrophage	REPS2	0.23313949	0.555086194	1	pseudobulk	edgeR	LRT
Macrophage	RER1	0.149397184	0.33489553	0.851374026	pseudobulk	edgeR	LRT
Macrophage	RERE	-0.105429827	0.561826252	1	pseudobulk	edgeR	LRT
Macrophage	RERG	0.060069512	0.91878307	1	pseudobulk	edgeR	LRT
Macrophage	RERGL	-1.048341674	0.265532432	0.835907844	pseudobulk	edgeR	LRT
Macrophage	REST	-0.10443377	0.356811713	0.875732134	pseudobulk	edgeR	LRT
Macrophage	RET	0.69256923	0.428374653	0.930763548	pseudobulk	edgeR	LRT
Macrophage	RETN	-0.533783639	0.114350239	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RETREG1	0.144171224	0.961221097	1	pseudobulk	edgeR	LRT
Macrophage	RETREG2	0.291687036	0.920462799	1	pseudobulk	edgeR	LRT
Macrophage	RETREG3	-0.112467014	0.968799894	1	pseudobulk	edgeR	LRT
Macrophage	RETSAT	-0.186958573	0.245671207	0.835907844	pseudobulk	edgeR	LRT
Macrophage	REV1	-0.073482107	0.541267055	0.999714162	pseudobulk	edgeR	LRT
Macrophage	REV3L	0.001002165	0.996008739	1	pseudobulk	edgeR	LRT
Macrophage	REX1BD	-0.087798877	0.977050868	1	pseudobulk	edgeR	LRT
Macrophage	REXO1	-0.032656605	0.836647245	1	pseudobulk	edgeR	LRT
Macrophage	REXO2	-0.100916415	0.433310994	0.934991637	pseudobulk	edgeR	LRT
Macrophage	REXO4	-0.012517594	0.933877489	1	pseudobulk	edgeR	LRT
Macrophage	REXO5	-1.909533016	0.132156372	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RFC1	-0.068856624	0.575214875	1	pseudobulk	edgeR	LRT
Macrophage	RFC2	-0.623829473	0.001544522	0.180117575	pseudobulk	edgeR	LRT
Macrophage	RFC3	-0.124239162	0.539955381	0.998210822	pseudobulk	edgeR	LRT
Macrophage	RFC4	-0.004175253	0.983662189	1	pseudobulk	edgeR	LRT
Macrophage	RFC5	0.009931143	0.960261566	1	pseudobulk	edgeR	LRT
Macrophage	RFESD	-0.066616032	0.797419016	1	pseudobulk	edgeR	LRT
Macrophage	RFFL	0.007069794	0.97371686	1	pseudobulk	edgeR	LRT
Macrophage	RFK	-0.021432849	0.851840725	1	pseudobulk	edgeR	LRT
Macrophage	RFLNB	0.499725579	0.654406419	1	pseudobulk	edgeR	LRT
Macrophage	RFNG	0.16905905	0.539832808	0.998118884	pseudobulk	edgeR	LRT
Macrophage	RFPL1S	-0.570156588	0.303605096	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RFPL2	0.210696369	0.715673016	1	pseudobulk	edgeR	LRT
Macrophage	RFPL3S	-0.47594288	0.468664615	0.960278104	pseudobulk	edgeR	LRT
Macrophage	RFPL4A	-3.007602859	0.154369557	0.768512601	pseudobulk	edgeR	LRT
Macrophage	RFT1	0.308657475	0.105768302	0.744356075	pseudobulk	edgeR	LRT
Macrophage	RFTN1	0.542484838	0.008809655	0.368593288	pseudobulk	edgeR	LRT
Macrophage	RFTN2	0.202327806	0.739568326	1	pseudobulk	edgeR	LRT
Macrophage	RFWD2	-0.165353556	0.584350902	1	pseudobulk	edgeR	LRT
Macrophage	RFWD3	-0.154574025	0.244849039	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RFX1	-0.258037091	0.129743976	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RFX2	0.250874804	0.344896764	0.863951248	pseudobulk	edgeR	LRT
Macrophage	RFX3	0.051522936	0.825417387	1	pseudobulk	edgeR	LRT
Macrophage	RFX3-AS1	-1.026011001	0.085767273	0.694936064	pseudobulk	edgeR	LRT
Macrophage	RFX4	-1.000866303	0.104375763	0.744230365	pseudobulk	edgeR	LRT
Macrophage	RFX5	-0.192636504	0.189871004	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RFX7	-0.00134026	0.994641825	1	pseudobulk	edgeR	LRT
Macrophage	RFX8	-0.171654304	0.801132534	1	pseudobulk	edgeR	LRT
Macrophage	RFXANK	0.002149123	0.987235228	1	pseudobulk	edgeR	LRT
Macrophage	RFXAP	-0.123786133	0.609110076	1	pseudobulk	edgeR	LRT
Macrophage	RGAG4	0.603219763	0.067173811	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RGCC	-0.144338999	0.304632658	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RGL1	0.751800497	0.070103048	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RGL2	-0.10937814	0.491209362	0.971161994	pseudobulk	edgeR	LRT
Macrophage	RGL3	-0.629870296	0.1394841	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RGL4	-2.352331362	4.85E-05	0.03497366	pseudobulk	edgeR	LRT
Macrophage	RGMA	0.849145979	0.147593071	0.761443545	pseudobulk	edgeR	LRT
Macrophage	RGMB	-0.704983352	0.025651604	0.533775407	pseudobulk	edgeR	LRT
Macrophage	RGMB-AS1	-1.185628756	0.059872522	0.678580016	pseudobulk	edgeR	LRT
Macrophage	RGN	0.277670795	0.664264377	1	pseudobulk	edgeR	LRT
Macrophage	RGP1	-0.150629004	0.349279391	0.868962307	pseudobulk	edgeR	LRT
Macrophage	RGPD1	-1.183967533	0.087977831	0.701510247	pseudobulk	edgeR	LRT
Macrophage	RGPD2	0.45284263	0.542995426	1	pseudobulk	edgeR	LRT
Macrophage	RGPD3	-0.613573354	0.469908216	0.961179836	pseudobulk	edgeR	LRT
Macrophage	RGPD4-AS1	-0.231556259	0.772397991	1	pseudobulk	edgeR	LRT
Macrophage	RGPD5	-0.152477823	0.617905383	1	pseudobulk	edgeR	LRT
Macrophage	RGPD6	-1.943241976	0.011592296	0.411780485	pseudobulk	edgeR	LRT
Macrophage	RGPD8	-0.46974787	0.174680056	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RGR	0	1	1	pseudobulk	edgeR	LRT
Macrophage	RGS1	0.612803948	0.076334117	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RGS10	0.032845557	0.84731267	1	pseudobulk	edgeR	LRT
Macrophage	RGS11	0.791268849	0.239726823	0.829646767	pseudobulk	edgeR	LRT
Macrophage	RGS12	-0.164695557	0.492656479	0.972433511	pseudobulk	edgeR	LRT
Macrophage	RGS13	0.124339309	0.709484691	1	pseudobulk	edgeR	LRT
Macrophage	RGS14	-0.401690849	0.133777808	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RGS16	-0.183579241	0.634679266	1	pseudobulk	edgeR	LRT
Macrophage	RGS17	-0.373462921	0.352956156	0.871970023	pseudobulk	edgeR	LRT
Macrophage	RGS18	-0.122322381	0.733850385	1	pseudobulk	edgeR	LRT
Macrophage	RGS19	-0.219660622	0.222235135	0.807736002	pseudobulk	edgeR	LRT
Macrophage	RGS2	0.550550988	0.083038021	0.688966686	pseudobulk	edgeR	LRT
Macrophage	RGS20	1.319350136	0.073988669	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RGS22	-0.628721811	0.499080129	0.975183491	pseudobulk	edgeR	LRT
Macrophage	RGS3	-0.203372257	0.380643632	0.895223157	pseudobulk	edgeR	LRT
Macrophage	RGS4	0.580180101	0.205114403	0.780066642	pseudobulk	edgeR	LRT
Macrophage	RGS5	0.185895329	0.675505344	1	pseudobulk	edgeR	LRT
Macrophage	RGS5.1	-0.060378779	0.908782878	1	pseudobulk	edgeR	LRT
Macrophage	RGS6	-0.428146677	0.319808008	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RGS7	-0.42857669	0.31972192	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RGS7BP	-1.057864055	0.134392161	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RGS8	-1.284045616	0.074046216	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RGS9	-0.451812	0.679862493	1	pseudobulk	edgeR	LRT
Macrophage	RGS9BP	0.017638556	0.982035863	1	pseudobulk	edgeR	LRT
Macrophage	RGSL1	-0.850498152	0.429004171	0.931011963	pseudobulk	edgeR	LRT
Macrophage	RHBDD1	-0.14780334	0.33286576	0.849207424	pseudobulk	edgeR	LRT
Macrophage	RHBDD2	-0.644906278	0.018953229	0.483624981	pseudobulk	edgeR	LRT
Macrophage	RHBDD3	0.210193539	0.152362888	0.766334902	pseudobulk	edgeR	LRT
Macrophage	RHBDF1	0.06977116	0.893130172	1	pseudobulk	edgeR	LRT
Macrophage	RHBDF2	0.393178682	0.047792024	0.623107397	pseudobulk	edgeR	LRT
Macrophage	RHBDL1	-0.855581574	0.148099188	0.762618986	pseudobulk	edgeR	LRT
Macrophage	RHBDL2	-0.507472982	0.450422526	0.946981472	pseudobulk	edgeR	LRT
Macrophage	RHBDL3	-0.504982882	0.434294118	0.935485875	pseudobulk	edgeR	LRT
Macrophage	RHBG	-0.546437272	0.299970725	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RHCE	0.231668696	0.698822668	1	pseudobulk	edgeR	LRT
Macrophage	RHCG	0.349619901	0.625536893	1	pseudobulk	edgeR	LRT
Macrophage	RHD	0.259770991	0.752417259	1	pseudobulk	edgeR	LRT
Macrophage	RHEB	-0.056061827	0.636124158	1	pseudobulk	edgeR	LRT
Macrophage	RHEBL1	0.13038317	0.665164786	1	pseudobulk	edgeR	LRT
Macrophage	RHEX	-1.547632245	0.042039102	0.596933466	pseudobulk	edgeR	LRT
Macrophage	RHNO1	-0.056218005	0.716353781	1	pseudobulk	edgeR	LRT
Macrophage	RHO	1.090941203	0.074819391	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RHOA	0.04944937	0.659587236	1	pseudobulk	edgeR	LRT
Macrophage	RHOB	-0.146817279	0.42246563	0.92599141	pseudobulk	edgeR	LRT
Macrophage	RHOBTB1	0.213520929	0.344034311	0.862367171	pseudobulk	edgeR	LRT
Macrophage	RHOBTB2	-0.103202665	0.656966857	1	pseudobulk	edgeR	LRT
Macrophage	RHOBTB3	0.194727951	0.59098264	1	pseudobulk	edgeR	LRT
Macrophage	RHOC	0.268040935	0.228584738	0.813994883	pseudobulk	edgeR	LRT
Macrophage	RHOD	-0.961499082	0.037803894	0.594984602	pseudobulk	edgeR	LRT
Macrophage	RHOF	0.183650197	0.435555297	0.936187679	pseudobulk	edgeR	LRT
Macrophage	RHOG	-0.121133648	0.315676067	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RHOH	0.240028552	0.433612986	0.935166749	pseudobulk	edgeR	LRT
Macrophage	RHOJ	0.805743402	0.209063825	0.78786514	pseudobulk	edgeR	LRT
Macrophage	RHOQ	0.132186948	0.503866909	0.977417413	pseudobulk	edgeR	LRT
Macrophage	RHOT1	-0.145265391	0.267083404	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RHOT2	0.050410812	0.73672687	1	pseudobulk	edgeR	LRT
Macrophage	RHOU	0.035219426	0.871349732	1	pseudobulk	edgeR	LRT
Macrophage	RHOV	0.216871728	0.707576076	1	pseudobulk	edgeR	LRT
Macrophage	RHOXF1	-0.764483111	0.314222812	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RHOXF1-AS1	-1.55869799	0.077141743	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RHPN1	-0.04346844	0.892066912	1	pseudobulk	edgeR	LRT
Macrophage	RHPN1-AS1	-1.101435335	0.028217527	0.55314831	pseudobulk	edgeR	LRT
Macrophage	RHPN2	0.845692718	0.136780371	0.756645391	pseudobulk	edgeR	LRT
Macrophage	RIBC1	-0.937995602	0.077740978	0.680846621	pseudobulk	edgeR	LRT
Macrophage	RIBC2	0.208231719	0.733989496	1	pseudobulk	edgeR	LRT
Macrophage	RIC1	0.167157487	0.317501154	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RIC3	-1.019780467	0.022130455	0.508222891	pseudobulk	edgeR	LRT
Macrophage	RIC8A	0.077384892	0.564962666	1	pseudobulk	edgeR	LRT
Macrophage	RIC8B	-0.480430059	0.009710719	0.379155567	pseudobulk	edgeR	LRT
Macrophage	RICTOR	-0.151143628	0.320434839	0.835907844	pseudobulk	edgeR	LRT
Macrophage	RIDA	-1.170320757	0.681551534	1	pseudobulk	edgeR	LRT
Macrophage	RIF1	-0.011805356	0.936793567	1	pseudobulk	edgeR	LRT
Macrophage	RIIAD1	0.129243588	0.856137942	1	pseudobulk	edgeR	LRT
